npm verbose cli C:\Program Files\nodejs\node.exe C:\Program Files\nodejs\node_modules\npm\bin\npm-cli.js
npm http cache https://registry.npmmirror.com/loupe 54ms (cache hit)
npm http cache https://registry.npmmirror.com/assertion-error 60ms (cache hit)
npm http cache https://registry.npmmirror.com/type-detect 63ms (cache hit)
npm http cache https://registry.npmmirror.com/deep-eql 66ms (cache hit)
npm http cache https://registry.npmmirror.com/pathval 68ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint-utils 68ms (cache hit)
npm http cache https://registry.npmmirror.com/functional-red-black-tree 72ms (cache hit)
npm http cache https://registry.npmmirror.com/v8-compile-cache 69ms (cache hit)
npm http cache https://registry.npmmirror.com/regexpp 72ms (cache hit)
npm http cache https://registry.npmmirror.com/lilconfig 63ms (cache hit)
npm http cache https://registry.npmmirror.com/execa 67ms (cache hit)
npm http cache https://registry.npmmirror.com/listr2 64ms (cache hit)
npm http cache https://registry.npmmirror.com/normalize-path 70ms (cache hit)
npm http cache https://registry.npmmirror.com/string-argv 67ms (cache hit)
npm http cache https://registry.npmmirror.com/yaml 68ms (cache hit)
npm http cache https://registry.npmmirror.com/object-inspect 78ms (cache hit)
npm http cache https://registry.npmmirror.com/execa 75ms (cache hit)
npm http cache https://registry.npmmirror.com/normalize-path 71ms (cache hit)
npm http cache https://registry.npmmirror.com/strip-indent 69ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/grapheme-splitter 147ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@humanwhocodes%2fgitignore-to-minimatch 154ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2fplugin-terser 129ms (cache miss)
npm http cache https://registry.npmmirror.com/@types%2fnode 36ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint 16ms (cache hit)
npm http cache https://registry.npmmirror.com/mocha 23ms (cache hit)
npm http cache https://registry.npmmirror.com/rollup 25ms (cache hit)
npm http cache https://registry.npmmirror.com/typescript 42ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/smob 128ms (cache miss)
npm http cache https://registry.npmmirror.com/typescript 38ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@types%2fbrace-expansion 69ms (cache miss)
npm http cache https://registry.npmmirror.com/@types%2fnode 30ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/tap 186ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/tshy 102ms (cache miss)
npm http cache https://registry.npmmirror.com/typedoc 13ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@tapjs%2fchdir 120ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@tapjs%2fbefore-each 124ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@tapjs%2fnode-serialize 128ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@tapjs%2fafter-each 133ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@tapjs%2fmock 136ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@tapjs%2fintercept 143ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@tapjs%2ffilter 145ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@tapjs%2fasserts 153ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@tapjs%2ffixture 161ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@tapjs%2fbefore 165ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@tapjs%2fafter 171ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@tapjs%2frun 184ms (cache miss)
npm http cache https://registry.npmmirror.com/typescript 38ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/sync-content 154ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/resolve-import 160ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/polite-json 170ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/resolve-import 182ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@tapjs%2ftypescript 192ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@tapjs%2fcore 332ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@tapjs%2fworker 189ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@tapjs%2fspawn 209ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@tapjs%2fsnapshot 215ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@tapjs%2fstdin 210ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@tapjs%2ftest 210ms (cache miss)
npm http cache https://registry.npmmirror.com/markdown-it 28ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/walk-up-path 166ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@gerrit0%2fmini-shiki 136ms (cache miss)
npm http cache https://registry.npmmirror.com/@jridgewell%2fresolve-uri 10ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2fplugin-typescript 102ms (cache revalidated)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2feslint-plugin 48ms (cache hit)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2fparser 38ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint 15ms (cache hit)
npm http cache https://registry.npmmirror.com/mocha 15ms (cache hit)
npm http cache https://registry.npmmirror.com/npm-run-all 20ms (cache hit)
npm http cache https://registry.npmmirror.com/rollup 25ms (cache hit)
npm http cache https://registry.npmmirror.com/typescript 40ms (cache hit)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2futils 57ms (cache hit)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2ftype-utils 151ms (cache hit)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2fscope-manager 211ms (cache hit)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2ftypescript-estree 333ms (cache hit)
npm http cache https://registry.npmmirror.com/tsutils 448ms (cache hit)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2fscope-manager 478ms (cache hit)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2ftypes 617ms (cache hit)
npm http cache https://registry.npmmirror.com/read-pkg 706ms (cache hit)
npm http cache https://registry.npmmirror.com/string.prototype.padend 708ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@rushstack%2fheft-web-rig 182ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@rushstack%2fheft 164ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@types%2fheft-jest 100ms (cache miss)
npm http cache https://registry.npmmirror.com/eslint 19ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/eslint-plugin-header 125ms (cache miss)
npm http cache https://registry.npmmirror.com/@rushstack%2fnode-core-library 39ms (cache hit)
npm http cache https://registry.npmmirror.com/tapable 47ms (cache hit)
npm http cache https://registry.npmmirror.com/watchpack 53ms (cache hit)
npm http cache https://registry.npmmirror.com/@rushstack%2frig-package 62ms (cache hit)
npm http cache https://registry.npmmirror.com/@rushstack%2fts-command-line 72ms (cache hit)
npm http cache https://registry.npmmirror.com/@rushstack%2fterminal 80ms (cache hit)
npm http cache https://registry.npmmirror.com/css-loader 85ms (cache hit)
npm http cache https://registry.npmmirror.com/jest-environment-jsdom 93ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@types%2ftapable 157ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/git-repo-info 164ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/true-case-path 167ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/css-minimizer-webpack-plugin 169ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@rushstack%2foperation-graph 178ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/postcss-loader 155ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/mini-css-extract-plugin 171ms (cache miss)
npm http cache https://registry.npmmirror.com/style-loader 85ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@rushstack%2fheft-config-file 240ms (cache miss)
npm http cache https://registry.npmmirror.com/terser-webpack-plugin 92ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/source-map-loader 162ms (cache miss)
npm http cache https://registry.npmmirror.com/typescript 127ms (cache hit)
npm http cache https://registry.npmmirror.com/webpack-bundle-analyzer 284ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/sass 402ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/html-webpack-plugin 476ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/url-loader 365ms (cache miss)
npm http cache https://registry.npmmirror.com/webpack 326ms (cache hit)
npm http cache https://registry.npmmirror.com/@microsoft%2fapi-extractor 374ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/webpack-merge 445ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/sass-loader 554ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@rushstack%2feslint-config 416ms (cache miss)
npm http cache https://registry.npmmirror.com/@types%2fjest 137ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@rushstack%2fheft-jest-plugin 446ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@rushstack%2fheft-typescript-plugin 246ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@rushstack%2fheft-lint-plugin 271ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@rushstack%2fheft-api-extractor-plugin 495ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@rushstack%2fheft-sass-plugin 546ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@rushstack%2fheft-webpack5-plugin 355ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/@biomejs%2fbiome 135ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@changesets%2fcli 83ms (cache revalidated)
npm http cache https://registry.npmmirror.com/@commitlint%2fcli 22ms (cache hit)
npm http cache https://registry.npmmirror.com/@commitlint%2fconfig-conventional 37ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@vitest%2fbrowser 107ms (cache revalidated)
npm http cache https://registry.npmmirror.com/@vitest%2fcoverage-istanbul 16ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@vitest%2fui 108ms (cache revalidated)
npm http cache https://registry.npmmirror.com/concurrently 16ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/copy-files-from-to 106ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/playwright 144ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/simple-git-hooks 65ms (cache revalidated)
npm http cache https://registry.npmmirror.com/vite 93ms (cache hit)
npm http cache https://registry.npmmirror.com/vitest 21ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@biomejs%2fcli-win32-arm64 89ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@biomejs%2fcli-linux-arm64 100ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@biomejs%2fcli-darwin-x64 102ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@changesets%2fapply-release-plan 105ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@biomejs%2fcli-win32-x64 109ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@biomejs%2fcli-darwin-arm64 111ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@changesets%2fassemble-release-plan 113ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@changesets%2fconfig 115ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@biomejs%2fcli-linux-arm64-musl 117ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@changesets%2ferrors 120ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@biomejs%2fcli-linux-x64 122ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@changesets%2fchangelog-git 127ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@biomejs%2fcli-linux-x64-musl 153ms (cache revalidated)
npm http cache https://registry.npmmirror.com/ci-info 37ms (cache hit)
npm http cache https://registry.npmmirror.com/enquirer 20ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@changesets%2fget-dependents-graph 93ms (cache revalidated)
npm http cache https://registry.npmmirror.com/mri 18ms (cache hit)
npm http cache https://registry.npmmirror.com/p-limit 16ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@changesets%2fgit 100ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@changesets%2fpre 96ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@changesets%2fget-release-plan 106ms (cache revalidated)
npm http cache https://registry.npmmirror.com/package-manager-detector 28ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@changesets%2fshould-skip-package 107ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@changesets%2fread 112ms (cache revalidated)
npm http cache https://registry.npmmirror.com/term-size 30ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@changesets%2ftypes 113ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@changesets%2fwrite 111ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@manypkg%2fget-packages 109ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@inquirer%2fexternal-editor 113ms (cache revalidated)
npm http cache https://registry.npmmirror.com/@commitlint%2fformat 48ms (cache hit)
npm http cache https://registry.npmmirror.com/@commitlint%2fload 47ms (cache hit)
npm http cache https://registry.npmmirror.com/@commitlint%2flint 58ms (cache hit)
npm http cache https://registry.npmmirror.com/@commitlint%2fread 54ms (cache hit)
npm http cache https://registry.npmmirror.com/@commitlint%2ftypes 57ms (cache hit)
npm http cache https://registry.npmmirror.com/conventional-changelog-conventionalcommits 57ms (cache hit)
npm http cache https://registry.npmmirror.com/tinyexec 64ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/spawndamnit 104ms (cache revalidated)
npm http cache https://registry.npmmirror.com/magic-string 65ms (cache hit)
npm http cache https://registry.npmmirror.com/@commitlint%2ftypes 79ms (cache hit)
npm http cache https://registry.npmmirror.com/sirv 73ms (cache hit)
npm http cache https://registry.npmmirror.com/@vitest%2futils 72ms (cache hit)
npm http cache https://registry.npmmirror.com/magicast 78ms (cache hit)
npm http cache https://registry.npmmirror.com/sirv 74ms (cache hit)
npm http cache https://registry.npmmirror.com/pathe 74ms (cache hit)
npm http cache https://registry.npmmirror.com/flatted 59ms (cache hit)
npm http cache https://registry.npmmirror.com/@vitest%2futils 66ms (cache hit)
npm http cache https://registry.npmmirror.com/date-fns 76ms (cache hit)
npm http cache https://registry.npmmirror.com/spawn-command 108ms (cache hit)
npm http cache https://registry.npmmirror.com/tree-kill 112ms (cache hit)
npm http cache https://registry.npmmirror.com/async 111ms (cache hit)
npm http cache https://registry.npmmirror.com/rxjs 126ms (cache hit)
npm http cache https://registry.npmmirror.com/axios 121ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@changesets%2flogger 342ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/fflate 189ms (cache revalidated)
npm http cache https://registry.npmmirror.com/is-utf8 127ms (cache hit)
npm http cache https://registry.npmmirror.com/std-env 63ms (cache hit)
npm http cache https://registry.npmmirror.com/local-pkg 68ms (cache hit)
npm http cache https://registry.npmmirror.com/strip-literal 64ms (cache hit)
npm http cache https://registry.npmmirror.com/tinybench 56ms (cache hit)
npm http cache https://registry.npmmirror.com/tinypool 47ms (cache hit)
npm http cache https://registry.npmmirror.com/why-is-node-running 37ms (cache hit)
npm http cache https://registry.npmmirror.com/@vitest%2frunner 39ms (cache hit)
npm http cache https://registry.npmmirror.com/vite 126ms (cache hit)
npm http cache https://registry.npmmirror.com/@vitest%2fexpect 314ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/md5 458ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/cjson 466ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/unixify 446ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/note-down 456ms (cache revalidated)
npm http cache https://registry.npmmirror.com/@vitest%2fspy 323ms (cache hit)
npm http cache https://registry.npmmirror.com/@vitest%2fsnapshot 325ms (cache hit)
npm http cache https://registry.npmmirror.com/vite-node 332ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/playwright-core 446ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@types%2fpicomatch 66ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/tsdown 122ms (cache miss)
npm http cache https://registry.npmmirror.com/vitest 14ms (cache hit)
npm http cache https://registry.npmmirror.com/cac 43ms (cache hit)
npm http cache https://registry.npmmirror.com/hookable 47ms (cache hit)
npm http cache https://registry.npmmirror.com/ansis 50ms (cache hit)
npm http cache https://registry.npmmirror.com/@types%2fchai 45ms (cache hit)
npm http cache https://registry.npmmirror.com/tinyrainbow 45ms (cache hit)
npm http cache https://registry.npmmirror.com/expect-type 48ms (cache hit)
npm http cache https://registry.npmmirror.com/@vitest%2fmocker 47ms (cache hit)
npm http cache https://registry.npmmirror.com/@vitest%2fpretty-format 49ms (cache hit)
npm http cache https://registry.npmmirror.com/vite-node 52ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/unconfig 86ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/empathic 117ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/rolldown 213ms (cache miss)
npm http fetch GET 200 https://registry.npmmirror.com/rolldown-plugin-dts 268ms (cache miss)
npm http cache https://registry.npmmirror.com/@types%2fnode 30ms (cache hit)
npm http cache https://registry.npmmirror.com/tempfile 17ms (cache hit)
npm http cache https://registry.npmmirror.com/callsites 54ms (cache hit)
npm http cache https://registry.npmmirror.com/temp-dir 45ms (cache hit)
npm http cache https://registry.npmmirror.com/temp-dir 50ms (cache hit)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2feslint-plugin 88ms (cache hit)
npm http cache https://registry.npmmirror.com/jest-diff 296ms (cache hit)
npm http cache https://registry.npmmirror.com/cosmiconfig 310ms (cache hit)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2fparser 340ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/package-config 472ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/cbor 484ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@vercel%2fnft 493ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@tsd%2ftypescript 487ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/memoize 493ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/arrgv 502ms (cache revalidated)
npm http cache https://registry.npmmirror.com/define-lazy-prop 454ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint 458ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint-plugin-n 240ms (cache hit)
npm http cache https://registry.npmmirror.com/find-up-simple 226ms (cache hit)
npm http cache https://registry.npmmirror.com/to-absolute-glob 64ms (cache hit)
npm http cache https://registry.npmmirror.com/get-tsconfig 82ms (cache hit)
npm http cache https://registry.npmmirror.com/lodash-es 73ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/eslint-import-resolver-webpack 557ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/esm-utils 320ms (cache revalidated)
npm http cache https://registry.npmmirror.com/@ampproject%2frollup-plugin-closure-compiler 15ms (cache hit)
npm http cache https://registry.npmmirror.com/@atomico%2frollup-plugin-sizes 13ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fcli 15ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-flow-strip-types 16ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-runtime 15ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fpreset-env 21ms (cache hit)
npm http cache https://registry.npmmirror.com/@fezvrasta%2ftsc-silent 13ms (cache hit)
npm http cache https://registry.npmmirror.com/@khanacademy%2fflow-to-ts 13ms (cache hit)
npm http cache https://registry.npmmirror.com/@rollup%2fplugin-babel 12ms (cache hit)
npm http cache https://registry.npmmirror.com/@rollup%2fplugin-replace 13ms (cache hit)
npm http cache https://registry.npmmirror.com/babel-eslint 14ms (cache hit)
npm http cache https://registry.npmmirror.com/babel-jest 16ms (cache hit)
npm http cache https://registry.npmmirror.com/babel-plugin-add-import-extension 14ms (cache hit)
npm http cache https://registry.npmmirror.com/babel-plugin-annotate-pure-calls 13ms (cache hit)
npm http cache https://registry.npmmirror.com/babel-plugin-dev-expression 16ms (cache hit)
npm http cache https://registry.npmmirror.com/babel-plugin-inline-replace-variables 11ms (cache hit)
npm http cache https://registry.npmmirror.com/babel-plugin-transform-inline-environment-variables 13ms (cache hit)
npm http cache https://registry.npmmirror.com/dotenv 13ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild-plugin-flow 14ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint 17ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint-plugin-flowtype 15ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint-plugin-unused-imports 14ms (cache hit)
npm http cache https://registry.npmmirror.com/esno 13ms (cache hit)
npm http cache https://registry.npmmirror.com/flow-bin 17ms (cache hit)
npm http cache https://registry.npmmirror.com/flow-copy-source 16ms (cache hit)
npm http cache https://registry.npmmirror.com/get-port-cli 14ms (cache hit)
npm http cache https://registry.npmmirror.com/husky 16ms (cache hit)
npm http cache https://registry.npmmirror.com/jest-environment-jsdom-sixteen 14ms (cache hit)
npm http cache https://registry.npmmirror.com/jest-environment-puppeteer 15ms (cache hit)
npm http cache https://registry.npmmirror.com/jest-image-snapshot 18ms (cache hit)
npm http cache https://registry.npmmirror.com/jest-puppeteer 16ms (cache hit)
npm http cache https://registry.npmmirror.com/pinst 16ms (cache hit)
npm http cache https://registry.npmmirror.com/poster 14ms (cache hit)
npm http cache https://registry.npmmirror.com/pretty-quick 14ms (cache hit)
npm http cache https://registry.npmmirror.com/puppeteer 25ms (cache hit)
npm http cache https://registry.npmmirror.com/replace-in-files-cli 14ms (cache hit)
npm http cache https://registry.npmmirror.com/rollup 25ms (cache hit)
npm http cache https://registry.npmmirror.com/rollup-plugin-esbuild 18ms (cache hit)
npm http cache https://registry.npmmirror.com/rollup-plugin-flow-entry 15ms (cache hit)
npm http cache https://registry.npmmirror.com/rollup-plugin-license 15ms (cache hit)
npm http cache https://registry.npmmirror.com/rollup-plugin-visualizer 14ms (cache hit)
npm http cache https://registry.npmmirror.com/serve 15ms (cache hit)
npm http cache https://registry.npmmirror.com/typescript 43ms (cache hit)
npm http cache https://registry.npmmirror.com/simple-string-table 47ms (cache hit)
npm http cache https://registry.npmmirror.com/brotli-size 50ms (cache hit)
npm http cache https://registry.npmmirror.com/@jridgewell%2ftrace-mapping 49ms (cache hit)
npm http cache https://registry.npmmirror.com/gzip-size 54ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-syntax-flow 50ms (cache hit)
npm http cache https://registry.npmmirror.com/@ampproject%2fremapping 61ms (cache hit)
npm http cache https://registry.npmmirror.com/google-closure-compiler 73ms (cache hit)
npm http cache https://registry.npmmirror.com/@nicolo-ribaudo%2fchokidar-2 103ms (cache hit)
npm http cache https://registry.npmmirror.com/fs-readdir-recursive 109ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fhelper-module-imports 108ms (cache hit)
npm http cache https://registry.npmmirror.com/babel-plugin-polyfill-corejs2 111ms (cache hit)
npm http cache https://registry.npmmirror.com/babel-plugin-polyfill-corejs3 114ms (cache hit)
npm http cache https://registry.npmmirror.com/estree-walker 140ms (cache hit)
npm http cache https://registry.npmmirror.com/babel-plugin-polyfill-regenerator 105ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-bugfix-firefox-class-in-computed-class-key 100ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fhelper-compilation-targets 102ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fcompat-data 109ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-bugfix-safari-class-field-initializer-scope 107ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-bugfix-safari-id-destructuring-collision-in-function-expression 107ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-bugfix-v8-static-class-fields-redefine-readonly 61ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-bugfix-v8-spread-parameters-in-optional-chaining 64ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-syntax-import-assertions 59ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-proposal-private-property-in-object 63ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-syntax-import-attributes 61ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-syntax-unicode-sets-regex 60ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-arrow-functions 68ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-async-to-generator 56ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-async-generator-functions 62ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-block-scoped-functions 60ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-block-scoping 59ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-class-properties 61ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-class-static-block 62ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-computed-properties 59ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-classes 67ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-destructuring 65ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-dotall-regex 67ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-duplicate-named-capturing-groups-regex 65ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-duplicate-keys 69ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-explicit-resource-management 56ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-dynamic-import 62ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-export-namespace-from 55ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-exponentiation-operator 61ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-for-of 67ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-json-strings 64ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-function-name 69ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-logical-assignment-operators 60ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-literals 68ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-member-expression-literals 63ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-modules-systemjs 59ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-modules-amd 66ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-modules-umd 63ms (cache hit)
